primary_account_number,tier_coeff,amount_difference,total_payroll,total_credit_amount,total_debit_amount,avg_spend,transaction_count,credit_debit_ratio,financial_score,standing,cluster,predicted_standing
2222697972965900,0.75,-1192.72,0.0,4135.679999999999,2942.96,0.05937109712950714,0.55,0.00023059437658918576,0.09872405145001953,high,1,medium
2222971997581723,0.5,4356.780000000001,0.10371685343392878,2186.8199999999997,6543.6,0.07327230127551278,0.55,5.484835647209334e-05,0.08324506154063271,high,1,medium
2222999391767077,0.75,-402.38,0.0,402.38,0.0,0.040434664054373404,0.0,0.0660495823272473,0.011828556219552637,medium,0,low
2223068243233305,0.5,-976.34,0.0,976.34,0.0,0.09839929710459609,0.0,0.16026355487197333,0.019119568375566193,medium,0,low
2223155325016995,0.75,5904.1,0.09358070089236184,0.0,5904.1,0.5960573223320778,0.0,0.0,-0.020139365190660855,low,0,low
2223169069685741,0.5,2066.0,0.0327463505095814,0.0,2066.0,0.20844484391884385,0.0,0.0,-0.004691630856765449,low,0,low
2223297589170454,0.5,-22.83,0.0,22.83,0.0,0.002103636675789495,0.0,0.0037474823911005906,0.00045694052487561386,low,0,low
2223712966667609,0.75,2060.74,0.08293417444643451,4273.110000000001,6333.849999999999,0.11882074259597764,0.4,0.00011072391319855726,0.08788357797796041,high,1,medium
2223934662972543,0.5,-608.86,0.0,608.86,0.0,0.06128722770377403,0.0,0.09994271259945274,0.011927045504729209,medium,0,low
2224430107139664,1.0,-2178.28,0.0,2766.26,587.98,0.04214140720467789,0.35000000000000003,0.0007709498682530408,0.08351714424000813,high,1,medium
2225026811775899,0.75,557.4199999999998,0.02097161243283511,765.7,1323.12,0.05253587695290804,0.15000000000000002,9.492158710466336e-05,0.029711214849249667,medium,0,low
2225057411935393,0.75,-54.49,0.0,54.49,0.0,0.005301002837839203,0.0,0.00894438526023089,0.00161491147071401,low,0,low
2225191380003071,0.75,-1247.59,0.0,1361.5,113.91,0.02959856189216211,0.2,0.0019448831350286611,0.035717706563469294,medium,0,low
2225204482070011,0.75,-1096.78,0.0,1096.78,0.0,0.11056261929528677,0.0,0.18003345321556313,0.032215330526355196,medium,0,low
2225462763514871,0.5,-48.97,0.0,48.97,0.0,0.004743534069219039,0.0,0.00803829227736294,0.0009685671381434891,low,0,low
2225472099934768,1.0,43848.18,0.7321171006958204,2341.82,46190.0,0.5443828401058832,0.4,8.322040702529647e-06,0.3018051978451595,high,2,high
2225558771694728,0.75,4119.18,0.055257960723399537,1526.39,5645.570000000001,0.09033569314979954,0.35000000000000003,4.437255997246705e-05,0.07336502152965121,high,1,medium
2225814140138560,0.5,-1222.9,0.0,1222.9,0.0,0.1232995687696301,0.0,0.2007357081067417,0.02394537777752975,medium,0,low
2225991251341256,0.75,-67.90999999999984,0.023493049721830372,2013.75,1945.8400000000001,0.05692399582764059,0.30000000000000004,0.00016978877776464466,0.058185828339904475,high,1,medium
2226529165397946,1.0,9114.6,0.14446751517649112,0.0,9114.6,0.9202880255304539,0.0,0.0,-0.0414651722412735,low,1,medium
2226593765118250,0.75,-69.05,0.0,69.05,0.0,0.006771427705793838,0.0,0.011334369649824608,0.0020423760932759987,low,0,low
2226615636886466,1.0,8235.6,0.13053525859472825,0.0,8235.6,0.8315171835708299,0.0,0.0,-0.037464377848928115,low,1,medium
2226875371564153,0.75,-55.19,0.0,55.19,0.0,0.005371696341106253,0.0,0.009059288355884433,0.0016354626544910285,low,0,low
2227206724004995,1.0,35073.55,0.6026596503463252,3014.32,38087.87,0.2962937127506554,0.65,1.2990472743289625e-05,0.34380540348797123,high,2,high
2227708666562245,0.5,-409.54,0.0,409.54,0.0,0.04115775760207638,0.0,0.06722487684850355,0.008025843647171713,medium,0,low
2227717565512565,1.0,4895.4800000000005,0.10808197682712273,2289.3100000000004,7184.79,0.0635844299242233,0.7,5.229543424504976e-05,0.20648593752734412,high,1,medium
2227761747904555,0.5,-306.9,0.0,306.9,0.0,0.030792070208747815,0.0,0.05037680008010387,0.006016916501578189,medium,0,low
2227773454019386,0.75,14162.56,0.2573663438525305,3093.7700000000004,17256.33,0.15788811315932372,0.6,2.9427143649358225e-05,0.16822367788166107,high,1,medium
2227849085643206,0.5,-253.76,0.0,253.76,0.0,0.02542542340358921,0.0,0.041654013647204814,0.0049768308769012615,medium,0,low
2227909738468953,1.0,20578.88,0.3471652058138245,2012.19,22591.07,0.20685642822757921,0.55,1.4619975697104913e-05,0.2383265652047898,high,2,high
2228048281489329,0.5,983.9699999999996,0.060293861248038545,4545.61,5529.58,0.08458974203604024,0.55,0.00013491342954825896,0.07509217563103697,high,1,medium
2228281291635041,0.75,-698.85,0.0,698.85,0.0,0.07037538250234804,0.0,0.11471432628211337,0.020532569725799404,medium,0,low
2228636556472929,1.0,19363.16,0.36192008368864026,5021.400000000001,24384.56,0.19777995468883075,0.7,3.38007062091961e-05,0.28190417403400375,high,2,high
2229182688615332,0.5,2917.1999999999994,0.05171260560143285,2806.87,5724.07,0.07159349889078528,0.55,8.047763161400236e-05,0.0742321026804536,high,1,medium
2229284012520046,0.5,1075.4,0.01704522039593603,0.0,1075.4,0.10840343772407318,0.0,0.0,-0.0024372583169148545,low,0,low
2229975585566593,1.0,7360.280000000001,0.0719842766797166,1054.81,8415.09,0.11934451973863605,0.35000000000000003,2.057299671162447e-05,0.1007662167630507,high,1,medium
2230133327988215,0.5,-676.39,0.0,676.39,0.0,0.06810713095466527,0.0,0.11102757838442964,0.013248780209931182,medium,0,low
2230252002989049,1.0,7266.9,0.11518124613653294,0.0,7266.9,0.7336874741211283,0.0,0.0,-0.033055311264326315,low,1,medium
2230344144885019,0.75,-113.47999999999968,0.03208016991329984,2137.45,2023.97,0.06984215150627658,0.25000000000000006,0.00017326508668182594,0.05009686788377389,high,1,medium
2230469901398375,1.0,15176.420000000002,0.3196145250511167,7461.04,22637.46,0.14454416877184226,1.0,5.409861882294362e-05,0.3474268964763535,high,2,high
2230617893206499,0.75,-482.14,0.0,482.14,0.0,0.048489683798058965,0.0,0.07914196934057113,0.014170216816774082,medium,0,low
2230692509805562,0.5,5101.0,0.08085146851373413,0.0,5101.0,0.5149516759409811,0.0,0.0,-0.011598576807145584,low,0,low
2230940777809737,1.0,38326.2,0.6677877985766592,3805.2000000000003,42131.4,0.28974615982791185,0.75,1.4825009445763029e-05,0.39225556102187326,high,2,high
2231158250843425,1.0,8622.2,0.13666291547130338,0.0,8622.2,0.870560195518032,0.0,0.0,-0.039223999136847015,low,1,medium
2231243466629139,0.5,-433.82,0.0,433.82,0.0,0.04360981225825347,0.0,0.07121037279488648,0.008501065306320298,medium,0,low
2231462491271135,0.75,2177.69,0.03451665055237673,0.0,2177.69,0.21972449731869642,0.0,0.0,-0.007418716528903342,low,0,low
2231748167431213,0.75,-510.22,0.0,510.22,0.0,0.05132550318625719,0.0,0.0837512249490733,0.014994612874572204,medium,0,low
2231780782357846,1.0,9261.68,0.15754386521056887,2910.64,12172.32,0.10860080244339833,0.65,3.9247603580503664e-05,0.2067920468604334,high,1,medium
2231855967071691,0.75,536.06,0.0,0.0,536.06,0.05393510336400085,0.0,0.0,-0.004045132752300064,low,0,low
2232482629251881,0.75,1079.0,0.028122870139956572,2091.59,3170.5899999999997,0.04810995869479596,0.5,0.00010825132136877562,0.09754836305693687,high,1,medium
2232525002921858,1.0,10959.69,0.2281466453218367,3451.46,14411.15,0.13856400519869147,0.6,3.931042691899163e-05,0.2160067184708494,high,1,medium
2232697311219652,1.0,5992.38,0.11300026945206132,3844.9399999999996,9837.32,0.12541449804399338,0.5,6.415083478278784e-05,0.15202788975425696,high,1,medium
2232756041776561,0.5,68.7,0.0,0.0,68.7,0.0067360809541603135,0.0,0.0,-0.0003368040477080157,low,0,low
2232806346157171,0.75,-1028.57,0.07297395825078062,7311.360000000001,6282.79,0.13708631676748906,0.45,0.00019098980925239998,0.09329216299035002,high,1,medium
2232815613682332,1.0,6615.7,0.10485964717630089,0.0,6615.7,0.6679223179389815,0.0,0.0,-0.03009135528219284,low,1,medium
2233222739389927,0.75,-38.83,0.0,38.83,0.0,0.003719488179036347,0.0,0.006373838863181601,0.001155152130788134,low,0,low
2233231951215488,0.5,-1190.22,0.0,1190.22,0.0,0.11999919207424839,0.0,0.19537137501251622,0.023305746648165013,medium,0,low
2233330655976138,0.75,-87.38,0.0,87.38,0.0,0.008622587584201013,0.0,0.014343189283152416,0.0025805235198942175,medium,0,low
2233568317236678,0.5,1190.49,0.018869410850993012,0.0,1190.49,0.12002645956836568,0.0,0.0,-0.002699176079494507,low,0,low
2233923840991267,0.5,-121.9,0.0,121.9,0.0,0.012108787202456096,0.0,0.020009553371667196,0.002395993645627274,low,0,low
2234048693841374,0.5,157.74,0.0,0.0,157.74,0.015728294569729042,0.0,0.0,-0.0007864147284864522,low,0,low
2234097181485434,0.5,-779.62,0.0,779.62,0.0,0.07853240287217605,0.0,0.1279725020477373,0.015269255163551789,medium,0,low
2234123281206791,0.75,5861.05,0.11240478039657002,1255.22,7116.2699999999995,0.08434229794281906,0.45,2.8949435412784024e-05,0.10756209613135607,high,1,medium
2234190671009978,0.75,-707.8,0.0,707.8,0.0,0.07127924943697675,0.0,0.11618344443368367,0.020795331289805565,medium,0,low
2234192832764830,1.0,11138.51,0.2234898796975797,2980.7299999999996,14119.240000000002,0.1437095405932195,0.55,3.46508784864228e-05,0.20136089909837687,high,1,medium
2234324474175955,0.75,-3.4,0.0,3.4,0.0,0.0001413870065340995,0.0,0.0005581007503172146,0.0001149686433313158,low,0,low
2234539317422161,0.75,5279.3,0.08367754513322027,0.0,5279.3,0.5329583211302882,0.0,0.0,-0.018006518487301296,low,0,low
2234601367303715,0.5,3368.82,0.11350588832004564,3792.38,7161.2,0.08489108927812611,0.6,8.691587219700808e-05,0.09063201337293124,high,1,medium
2234874016400527,0.5,-2075.3,0.03536003550427161,4306.2,2230.9,0.07315206621400383,0.4,0.0003167037120859818,0.052577908459360244,high,1,medium
2234967097389393,0.5,-6.72,0.0,6.72,0.0,0.00047667619345782115,0.0,0.0011030697182740242,0.00014162664806821257,low,0,low
2235020802144270,0.5,6837.990000000001,0.11162495443090141,2604.1899999999996,9442.18,0.08669598763873601,0.65,4.526766447470982e-05,0.09645635779314216,high,1,medium
2235048148539689,0.75,1332.91,0.02112678511990617,0.0,1332.91,0.1344095577616417,0.0,0.0,-0.00453493573814776,low,0,low
2235471543382549,0.5,-244.22,0.0,244.22,0.0,0.024461971944778275,0.0,0.04008804860072652,0.004790108692870063,medium,0,low
2235615951484656,1.0,23748.21,0.38786831719262654,1725.4199999999998,25473.63,0.3050037534883878,0.4,1.1117845440880827e-05,0.20525687102221277,high,2,high
2235623724645603,0.75,-161.28,0.0,161.28,0.0,0.016085801714822406,0.0,0.026473673238576582,0.00475014135006805,medium,0,low
2235920273049975,1.0,6804.2,0.107847395032572,0.0,6804.2,0.6869590684616084,0.0,0.0,-0.03094931858476064,low,1,medium
2235969850450569,0.5,-13.65,0.0,13.65,0.0,0.0011765418758016139,0.0,0.0022406103652441115,0.000277264460996536,low,0,low
2236299946645090,0.5,-646.17,0.0,646.17,0.0,0.06505519142790778,0.0,0.10606704759778664,0.012657297568272606,medium,0,low
2236344439468962,0.75,-322.48,0.0,322.48,0.0,0.03236550561003444,0.0,0.05293421469479276,0.009482785385575787,medium,0,low
2236650285915652,0.5,-98.72,0.0,98.72,0.0,0.00976782233712722,0.0,0.01620461943273983,0.0019423017980546137,low,0,low
2236887258874496,1.0,10292.49,0.15619184986765147,1570.55,11863.04,0.16938150758945253,0.35000000000000003,2.1729656156475946e-05,0.12523551559157972,high,1,medium
2237129387005166,1.0,10219.57,0.20888240795042082,2959.0299999999997,13178.6,0.18088144699502118,0.4,3.685367723404859e-05,0.1550317541863154,high,1,medium
2237333433339526,1.0,494.54999999999995,0.05701288614857904,3102.4500000000003,3597.0,0.09645262886055057,0.30000000000000004,0.0001415393905782332,0.08535170908312109,high,1,medium
2237396527295987,0.75,1467.92,0.023266709990331428,0.0,1467.92,0.14804431472747656,0.0,0.0,-0.004995812232098743,low,0,low
2237421415709954,0.75,-93.69,0.0,93.69,0.0,0.00925983902079399,0.0,0.015378958616829363,0.002765777762227057,medium,0,low
2237449666072368,0.5,-58.09,0.0,58.09,0.0,0.005664569426069745,0.0,0.009535315466449118,0.0011470688486638803,low,0,low
2237618259308781,1.0,6365.0,0.1008860217780666,0.0,6365.0,0.6426039446974824,0.0,0.0,-0.028950286847424928,low,1,medium
2237740292864339,0.5,-501.58,0.0,501.58,0.0,0.050452943374503886,0.0,0.08233299245414956,0.009827301699397238,medium,0,low
2237743540476252,0.5,-552.29,0.0,552.29,0.0,0.05557418273260688,0.0,0.0906569009978513,0.010819826013047349,medium,0,low
2237842701039303,0.75,351.81999999999994,0.018914742197777813,915.28,1267.1,0.03128375073759293,0.30000000000000004,0.00011847703019114753,0.05889549585339022,high,0,low
2237989790608546,0.5,-574.48,0.0,574.48,0.0,0.05781516678617236,0.0,0.09429932913006867,0.011254141030201682,medium,0,low
2238013702098198,0.75,-447.72,0.0,447.72,0.0,0.04501358325169918,0.0,0.07349201998000686,0.013159685751624102,medium,0,low
2238637940265423,1.0,11884.090000000002,0.21158009858775423,2873.68,14757.77,0.11850553934093458,0.7,3.1961115605711704e-05,0.23721206890630223,high,1,medium
2238721489513433,0.75,-335.15999999999997,0.01700702160371527,1458.33,1123.17,0.028765523115092388,0.4,0.00021294012660061972,0.07735484046582847,high,1,medium
2238916244106677,0.5,1906.39,0.030216512656321824,0.0,1906.39,0.192325715266767,0.0,0.0,-0.004328396048482033,low,0,low
2239029154259426,0.5,-901.07,0.0,901.07,0.0,0.09079772568900919,0.0,0.14790818914362724,0.017646342087093626,medium,0,low
2239231260432604,0.5,-246.26,0.0,246.26,0.0,0.02466799301144225,0.0,0.04042290905091684,0.004830036707065413,medium,0,low
2240081039111402,0.75,-1060.08,0.0,1060.08,0.0,0.1068562599097143,0.0,0.1740092480577273,0.031137861319760065,medium,0,low
2240087106235917,0.75,-93.5,0.0,93.5,0.0,0.009240650784192934,0.0,0.015347770633723402,0.0027601995837732954,medium,0,low
2240564139537675,1.0,-2468.8,0.018839137119398962,4111.650000000001,1642.85,0.06437036214149698,0.4,0.0004105704059232855,0.10027983289941692,high,1,medium
2240575437009845,0.5,622.17,0.0,0.0,622.17,0.0626314141730375,0.0,0.0,-0.003131570708651875,low,0,low
2240705345786107,0.75,2883.0499999999997,0.07772423959043287,2964.5,5847.55,0.08879154505700926,0.45,8.320260749976655e-05,0.09813696759990038,high,1,medium
2240775582126267,0.75,2036.9,0.03228511198110666,0.0,2036.9,0.20550601399731366,0.0,0.0,-0.006938109154758029,low,0,low
2240853686632660,1.0,7465.11,0.17070580589941514,4338.88,11803.99,0.13565468916739884,0.55,6.033171973029442e-05,0.18369966266397453,high,1,medium
2241498643009815,1.0,-2002.8899999999999,0.01675801619882392,3060.17,1057.28,0.04600071142350907,0.4,0.00047465564909382116,0.10140763122196561,high,1,medium
2241566705330855,0.5,-399.73,0.0,399.73,0.0,0.04016703864914815,0.0,0.06561459203655888,0.007833836873026426,medium,0,low
2241730332496758,0.75,4927.0,0.07809354741563773,0.0,4927.0,0.49737929084317156,0.0,0.0,-0.016803890616632962,low,0,low
2242020417929116,0.75,-95.48,0.0,95.48,0.0,0.009440612407719732,0.0,0.015672782247143427,0.0028183300750282913,medium,0,low
2242516499874278,0.5,-1233.6,0.0,1233.6,0.0,0.1243801694624264,0.0,0.20249208399744587,0.024154804126495556,medium,0,low
2242824858025767,0.5,1341.96,0.02127022871724969,0.0,1341.96,0.1353235237681657,0.0,0.0,-0.00304388616288959,low,0,low
2243128998511861,0.75,-78.33,0.0,78.33,0.0,0.007708621577677013,0.0,0.012857656403631594,0.0023148260724913322,low,0,low
2243410166687008,1.0,18581.1,0.30479149165491115,1586.2800000000002,20167.379999999997,0.2438999922573782,0.4,1.2910483962186927e-05,0.18229089599866974,high,2,high
2243428091154167,0.5,-1211.26,0.0,1211.26,0.0,0.122124036801018,0.0,0.19882503377330277,0.023717553225944515,medium,0,low
2243441969315729,1.0,18135.05,0.29297047122410486,348.75,18483.8,0.31678347926492223,0.25000000000000006,3.096942554281938e-06,0.13336224608471076,high,2,high
2243468007229034,1.0,5706.99,0.15285856936805567,3937.01,9644.0,0.15219312567397278,0.4,6.700357500095682e-05,0.13830128778392248,high,1,medium
2243488695468009,1.0,6184.0,0.09801714983119621,0.0,6184.0,0.6243246245670023,0.0,0.0,-0.028126460015781563,low,1,medium
2243529495760390,0.5,186.79,0.0,0.0,186.79,0.018662074955311605,0.0,0.0,-0.0009331037477655803,low,0,low
2243891478524742,0.75,-268.42,0.0,268.42,0.0,0.02690594734343914,0.0,0.04406041276474905,0.0078956468213106,medium,0,low
2244165182755390,1.0,3710.9700000000003,0.08948978459685217,3023.61,6734.58,0.08938771163293731,0.5,7.368591209432654e-05,0.14740475921923282,high,1,medium
2244307148830541,0.5,-729.22,0.0,729.22,0.0,0.07344247063694848,0.0,0.11969947916068213,0.014282798342254897,medium,0,low
2244515025285460,0.75,1425.71,0.02259767637222425,0.0,1425.71,0.14378149648047345,0.0,0.0,-0.0048517221883266435,low,0,low
2244742963641229,0.5,-20.01,0.0,20.01,0.0,0.0018188428483422374,0.0,0.0032845870628963134,0.0004017459170173351,low,0,low
2244902115869389,1.0,20540.91,0.3567228289296413,2109.4,22650.31,0.277631453447206,0.4,1.528619189742139e-05,0.19709443063822307,high,2,high
2245021421721991,0.5,-32.48,0.0,32.48,0.0,0.003078197113685252,0.0,0.005331503638324449,0.0006458156900644047,low,0,low
2245263560229390,0.5,1799.75,0.028526255725856303,0.0,1799.75,0.18155606499762672,0.0,0.0,-0.004085708497856484,low,0,low
2245743189100494,0.75,1681.3,0.026648808863387805,0.0,1681.3,0.16959371433765236,0.0,0.0,-0.005724216248684628,low,0,low
2245841438424986,1.0,961.2900000000006,0.0541414781823081,4295.469999999999,5256.76,0.0801885665040716,0.55,0.0001341045834529559,0.14847089208843656,high,1,medium
2246392649578235,1.0,5202.280000000001,0.10621277202770601,3221.2200000000003,8423.5,0.09779873896255603,0.55,6.27639028651314e-05,0.16491342548430107,high,1,medium
2246733614247415,0.75,-72.68,0.0,72.68,0.0,0.0071380240155929685,0.0,0.011930224274427989,0.0021489486605768245,low,0,low
2246998480220503,0.75,-359.65,0.0,359.65,0.0,0.03611933063351478,0.0,0.05903556907399595,0.010574053244135479,medium,0,low
2247070437375142,0.75,-960.54,0.0,960.54,0.0,0.09680364374513982,0.0,0.15767002785579332,0.028215482986668004,medium,0,low
2247098593174611,1.0,2785.2200000000003,0.05315179661124408,3191.91,5977.13,0.10268556764077828,0.4,8.764335050007376e-05,0.10836086505500762,high,1,medium
2247173063908580,0.75,-113.78,0.0,113.78,0.0,0.011288742564558318,0.0,0.018676677462086084,0.0033555967366274953,medium,0,low
2247259012599685,0.5,121.6,0.0,0.0,121.6,0.012078489986770217,0.0,0.0,-0.0006039244993385109,low,0,low
2247311804674133,0.5,-64.66,0.0,64.66,0.0,0.006328078449590483,0.0,0.010613763092797381,0.001275660541440083,low,0,low
2247597383206038,1.0,5500.9400000000005,0.13651709435577183,3112.0599999999995,8613.0,0.08437817850253847,0.65,5.930301632882827e-05,0.20186095607916493,high,1,medium
2247676874042076,0.75,1008.0,0.01597692222345501,0.0,1008.0,0.1015966632666458,0.0,0.0,-0.0034258076613414967,low,0,low
2248028521200419,0.75,-315.55,0.0,315.55,0.0,0.03166563992769065,0.0,0.05179667404782267,0.009279328666183301,medium,0,low
2248282586736227,1.0,6658.65,0.15002139766369213,2806.35,9465.0,0.15470957593997112,0.35000000000000003,4.866413668276293e-05,0.12455113082929997,high,1,medium
2248298790868655,0.75,1238.0,0.019622450111743354,0.0,1238.0,0.12482452862581929,0.0,0.0,-0.004210946492603817,low,0,low
2248677496499099,1.0,15600.91,0.24213913236436257,848.7799999999999,16449.69,0.24936729314575992,0.30000000000000004,8.469245235203355e-06,0.13481450778652146,high,1,medium
2248843021781670,0.75,-115.06,0.0,115.06,0.0,0.011418010684818066,0.0,0.018886785979852563,0.003393176044105472,medium,0,low
2249264422096908,1.0,12865.220000000001,0.24572759981613862,2989.0599999999995,15854.280000000002,0.11873567194174857,0.75,3.094527925570559e-05,0.26164037632525033,high,1,medium
2249459942640769,0.75,-337.79,0.0,337.79,0.0,0.033911673517203776,0.0,0.05544730954401528,0.009932269133613154,medium,0,low
2249476461261496,0.5,-33.81,0.0,33.81,0.0,0.003212514769892647,0.0,0.005549819520066185,0.0006718471895152953,low,0,low
2249554344821387,0.5,-20.34,0.0,20.34,0.0,0.0018521697855967039,0.0,0.003338755665132984,0.00040820486049011244,low,0,low
2249600789493503,0.75,-167.98,0.0,167.98,0.0,0.016762439531807026,0.0,0.0275734600112605,0.004946845537648085,medium,0,low
2249728339121876,0.5,-40.63,0.0,40.63,0.0,0.0039012714731516177,0.0,0.006669303966290715,0.0008053320212860263,low,0,low
2249826224447214,0.5,1222.98,0.02362825125612211,3755.66,4978.64,0.07998740370305424,0.5,0.00012380038953538515,0.06265414384309896,high,1,medium
2250238789303814,0.75,-80.1,0.0,80.1,0.0,0.007887375150223695,0.0,0.013148197088355556,0.002366791208613222,low,0,low
2250537735158507,1.0,10312.02,0.2579448732782806,5961.9800000000005,16274.0,0.13189376013991372,0.8,6.013166190252512e-05,0.2771093691319776,high,1,medium
2250656582344539,0.5,-864.96,0.0,864.96,0.0,0.08715095082761895,0.0,0.1419808308806994,0.016939577090723964,medium,0,low
2250909743953395,1.0,25440.96,0.3954763753942718,1755.4299999999998,27196.39,0.365281158161565,0.35000000000000003,1.05947320261824e-05,0.18939179399144646,high,2,high
2251372811223143,0.75,-23.12,0.0,23.12,0.0,0.0021329239842858443,0.0,0.0037950851021570594,0.0006939248491639001,low,0,low
2251389994043890,1.0,15453.91,0.2953638395333724,3180.89,18634.8,0.24459604273478378,0.4,2.801781731424786e-05,0.17892614490839626,high,2,high
2251458685014294,0.75,2785.33,0.055025280943399216,2414.7400000000002,5200.07,0.08524525596097718,0.4,7.620989560072374e-05,0.08306788927707917,high,1,medium
2251528572562926,0.5,-344.78,0.0,344.78,0.0,0.03461759864268474,0.0,0.05659469902775566,0.006758324922029111,medium,0,low
2251892348222474,0.75,-469.49,0.0,469.49,0.0,0.04721215120330442,0.0,0.07706550625483209,0.013798827567089389,medium,0,low
2251939606104710,0.5,3.78,0.0,0.0,3.78,0.00017976347973621226,0.0,0.0,-8.988173986810613e-06,low,0,low
2252059304078592,0.5,-398.8099999999999,0.017306430394192517,1870.0,1471.19,0.03729014970190907,0.4,0.0002085025796089282,0.05119539322082958,high,0,low
2252138820908837,0.75,-28.4,0.0,28.4,0.0,0.0026661549803573053,0.0,0.004661782737943793,0.0008489394925105555,low,0,low
2252579913662106,0.5,-4681.3099999999995,0.0,4681.3099999999995,0.0,0.05232789217781997,0.4,0.7684243010198469,0.16264725054408605,high,1,medium
2252646855190204,0.5,-728.36,0.0,728.36,0.0,0.07335561861864895,0.0,0.11955831250030778,0.01426596594411372,medium,0,low
2253424114754668,0.5,-74.5,0.0,74.5,0.0,0.007321827124087297,0.0,0.012228972323127203,0.0014682544922647155,low,0,low
2253491892455743,0.5,-5.51,0.0,5.51,0.0,0.00035447742352477803,0.0,0.0009044515100728978,0.00011794385533469575,low,0,low
2253612915163945,0.75,-200.64,0.0,200.64,0.0,0.02006079641280966,0.0,0.03293451015989586,0.005905705055015843,medium,0,low
2253866322702675,0.5,1447.09,0.07626761344724288,3364.7100000000005,4811.8,0.08237318090467488,0.45,0.00011475814345567674,0.06549538702955211,high,1,medium
2254043109077189,0.5,-1183.24,0.0,1183.24,0.0,0.11929427685595695,0.0,0.1942256270015709,0.023169130207437785,medium,0,low
2254071107298507,0.5,-18.74,0.0,18.74,0.0,0.0016905846352720183,0.0,0.003076120017924883,0.0003768887709251315,low,0,low
2254491185101540,0.75,-1008.48,0.0,1008.48,0.0,0.10164513881174321,0.0,0.16553924843526607,0.029622945487054124,medium,0,low
2254723229031022,0.75,-1021.54,0.0,1021.54,0.0,0.10296407760126845,0.0,0.16768301190560217,0.030006371858665358,medium,0,low
2254852602354725,0.75,-621.32,0.0,621.32,0.0,0.06254557206192753,0.0,0.10198798770208582,0.018256379328324746,medium,0,low
2254945986739212,0.75,47.44,0.0,0.0,47.44,0.004589018269221059,0.0,0.0,-0.00034417637019157945,low,0,low
2254974394640887,0.75,-1201.14,0.0,1201.14,0.0,0.12110201072521437,0.0,0.19716386330471153,0.03527921843916902,medium,0,low
2254989266591844,0.5,6394.160000000001,0.15180612131682808,3837.2699999999995,10231.43,0.12896239381055427,0.5,6.155697436741746e-05,0.08262718508607231,high,1,medium
2255303856770058,0.5,1125.18,0.03621752706408204,1159.82,2285.0,0.05778049330599851,0.25000000000000006,8.328140757461168e-05,0.034711534782050635,medium,0,low
2255561857906472,0.75,5266.4,0.08347307856905105,0.0,5266.4,0.5316555408557954,0.0,0.0,-0.017962482439808754,low,0,low
2255655743132911,0.75,2191.9700000000003,0.07098159800922478,2286.33,4478.3,0.0757052238010438,0.4,8.378426306583863e-05,0.08797362915153303,high,1,medium
2255657817442051,0.75,2738.1,0.04339921700401008,0.0,2738.1,0.27632070612710696,0.0,0.0,-0.009331758495980377,low,0,low
